url,main_category,tokens
http://www.cfd.ru,Science,
http://www.econ.mpg.de/,Science,
http://www.museumsofmayo.com/achill_1.htm,Science,
http://www.elsevier.com/locate/issn/09819428,Science,
http://www.bioimages.org.uk/html/t1501.htm,Science,
http://www.native-languages.org/famalg.htm,Science,
http://corpwatch.org/article.php?list=type&amp;type=100,Science,
http://www.microscopy-uk.org.uk/mag/artjan05/mebacteria.html,Science,
http://cryoem.berkeley.edu,Science,
http://www.d-a-instruments.com/,Science,
http://www.businesspathways.com/,Science,
http://groups.yahoo.com/group/henlelatin/,Science,
http://ip30.eti.uva.nl/bis/flora.php?selected=beschrijving&amp;menuentry=soorten&amp;id=3454,Science,
http://www.foodnavigator-usa.com/science-nutrition/us-lab-develops-sudan-red-test,Science,
http://www.ecliptomaniacs.com/,Science,
http://www.stpnoc.com/,Science,
http://fusedweb.llnl.gov/glossary/glossary.html,Science,
http://record.wustl.edu/archive/1996/02-15-96/2767.html,Science,
http://ip30.eti.uva.nl/bis/flora.php?selected=beschrijving&amp;menuentry=soorten&amp;id=1610,Science,
http://acsnanotation.org,Science,
http://www.redasoft.com/,Science,
http://www.bioinformaticssolutions.com,Science,
http://www.owlnet.rice.edu/~ling215/newwords/,Science,
http://lib.upm.edu.my/iisesis.html,Science,
http://www.stir.ac.uk/departments/humansciences/psychology/,Science,
http://creatures.ifas.ufl.edu/misc/walkingstick.htm,Science,
http://www.shoenerenvironmental.com,Science,
http://www.atto.com/,Science,
http://www-wfau.roe.ac.uk/sss/,Science,
http://my.net-link.net/~vaneselk/muskrat/,Science,
http://www.dmg.tuwien.ac.at/drmota/,Science,
http://www.microlc.com/,Science,
http://www.mobot.org/gradstudents/olson/moringahome.html,Science,
http://journals.impan.gov.pl/bc/,Science,
http://mathnt.mat.jhu.edu/jami/jami2003/default.htm,Science,
http://www.vkrt.org/,Science,
http://www.oasisglobal.net,Science,
http://www.agroatlas.spb.ru/pests/zeuzera_pyrina_en.htm,Science,
http://www.fantasticplants.com/,Shopping,
http://www.adirondackantlers.com/,Shopping,
http://www.sweetasyouplease.com/,Shopping,
http://www.hippychick.com/,Shopping,
http://www.chemicalreactiondiet.com,Shopping,
http://www.chimayotogo.com/,Shopping,
http://www.raintreenursery.com,Shopping,
http://www.coloradokayak.com,Shopping,
http://www.ronsonic.com/,Shopping,
http://www.spectraphotovideo.com/,Shopping,
http://www.coastalprezence.com/,Shopping,
http://www.waxes.co.uk/,Shopping,
http://www.overspeedmotorsports.com,Shopping,
http://www.brendaboylan.com,Shopping,
http://www.carolharrisco.com,Shopping,
http://www.artwooddesigns.com/,Shopping,
http://www.pullinarchery.com,Shopping,
http://www.towermint.co.uk/,Shopping,
http://acerubberstamps.com,Shopping,
http://www.diecastmodelcars.com/,Shopping,
http://streambankgardens.com,Shopping,
http://www.giovaniolio.it/,Shopping,
http://home.att.net/~visions.sculpt/,Shopping,
http://www.wyliefinewines.co.uk/,Shopping,
http://www.isska.ch/bbs/,Shopping,
http://www.hibiki-an.com/,Shopping,
http://www.kicknbrass.com,Shopping,
http://www.rudolphfoods.com/store.htm,Shopping,
http://www.dpam.com/,Shopping,
http://www.cochiseleather.com,Shopping,
http://gtdecorations.com,Shopping,
http://rkeepsakes.com,Shopping,
http://www.weframeit.com,Shopping,
http://www.pineridgegardens.com,Shopping,
http://www.primemarinesupply.com/,Shopping,
http://www.alien-technology.com/,Shopping,
http://www.woundedwarriorointment.com/,Shopping,
http://members.tripod.com/designers_dolls/,Shopping,
http://www.witsendmosaic.com/,Shopping,
http://www.fatdogvintagesalvage.com,Shopping,
http://www.coincraft.com/,Shopping,
http://www.rowalden.com/,Shopping,
http://www.head-lite.com,Shopping,
http://www.benandrewsfurniture.com,Shopping,
http://www.americanpartsdepot.com/,Shopping,
http://www.kentdarwinarts.com/,Shopping,
http://fossilrocks.homestead.com/mypage.html,Shopping,
http://www.mastersport.co.uk,Shopping,
http://ambassadors.net/archives/issue8/opinions_nuclear.htm,Society,
http://www.time.com/time/time100/johnson_chat.html,Society,
http://www.ruthschapel.com/,Society,
http://www.bu.edu/wcp/papers/logi/logikatr.htm,Society,
http://www.tribalpages.com/tribes/littlejm,Society,
http://www.religioustolerance.org/,Society,
http://www.newadvent.org/cathen/01101e.htm,Society,
http://www.angelfire.com/fl2/omegapearls/index.html,Society,
http://www.qaronline.org/,Society,
http://www.angelfire.com/magic/tables/,Society,
http://www.ufopsi.com/,Society,
http://www.ebible.org/,Society,
http://www.cin.org/chaborro.html,Society,
http://www.goldbergsagerandassociates.com,Society,
http://www.eberlefisherfuneralhome.com,Society,
http://www.newadvent.org/cathen/15644b.htm,Society,
http://www.npr.org/templates/story/story.php?storyid=4224213,Society,
http://music.yahoo.com/launchcast/stations/station.asp?i=407,Society,
http://www.ncat.edu/~alphamu/,Society,
http://www.bcr-dc.com/,Society,
http://www.sppsr.ucla.edu/cgpr/,Society,
http://www.alamedayogastation.com/,Society,
http://lorrie.cranor.org/voting/hotlist.html,Society,
http://www.crystalcreekgardens.com/,Society,
http://www.iscfc.emich.edu/,Society,
http://www.nyscasa.org,Society,
http://www.nbrb.by/,Society,
http://www.icj.org/,Society,
http://www.boudicca.de/teut.htm,Society,
http://www.spridget.freeserve.co.uk/,Society,
http://www.mission.net/england/bristol/,Society,
http://groups.yahoo.com/group/luftwaffe_eagles/,Society,
http://www.tennessee-scv.org/longstreet/index.htm,Society,
http://www.nmcfarl.org/nathan/,Society,
http://www.psbi.org/site/pageserver,Society,
http://www.angelfire.com/alt/franleolaurila/index.html,Society,
http://www.hotelskerala.com/keralam/vaikom/index1.htm,Society,
http://www.egao.com.mx,Society,
http://teresa0307.lionwap.org/,Society,
http://julianspriggs.com,Society,
http://www.stmarychurchaberfoyle.org.uk/,Society,
http://www.jcs.co.uk,Society,
http://www.canadiana.org/eco/mtq?id=6ab6b8ffba&amp;doc=07363,Society,
http://www.thetaskforce.org/,Society,
http://www.sherwood-group.com/,Society,
http://www.cybertrucker.co.uk,Society,
http://www.campaignexxonmobil.org/,Society,
http://www.pigdog.org/auto/jabber_streams/shortfeature/606.html,Society,
http://www.geocities.com/dershnork/,Society,
http://www.tablerlaw.com,Society,
http://www.kb.nl/kb/manuscripts/introduction/introduction5.html,Society,
http://www.choosetheheart.com/,Society,
http://www.stfrancisonline.org/,Society,
http://www.northernfaction.com/,Society,
http://www.menloparkpolice.org/,Society,
http://www.newadvent.org/cathen/04017a.htm,Society,
http://www.thebridgearp.org/,Society,
